File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\Win9xConHook.c,"GetMsgProc(INT hc, WPARAM wParam, LPARAM lParam)",15,10,7,4,2,0,3,11,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\Win9xConHook.c,"CallWndProc(INT hc, WPARAM wParam, LPARAM lParam)",13,9,6,4,1,0,3,11,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\winnt\Win9xConHook.c,"DbgPrintf( LPTSTR fmt, ... )",19,17,15,1,2,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\fdqueue.c,queue_info_cleanup(void *data_),18,15,11,5,2,0,1,9,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\fdqueue.c,"ap_queue_info_create(fd_queue_info_t **queue_info, apr_pool_t *pool, int max_idlers)",23,19,15,5,4,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\fdqueue.c,"ap_queue_info_set_idle(fd_queue_info_t *queue_info, apr_pool_t *pool_to_recycle)",50,40,27,15,4,0,6,45,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\fdqueue.c,"ap_queue_info_wait_for_idler(fd_queue_info_t *queue_info, apr_pool_t **recycled_pool)",67,43,30,18,5,0,19,154,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\fdqueue.c,ap_queue_info_term(fd_queue_info_t *queue_info),9,9,8,3,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\fdqueue.c,ap_queue_destroy(void *data),10,5,5,1,2,0,3,32,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\fdqueue.c,"ap_queue_init(fd_queue_t *queue, int queue_capacity, apr_pool_t *a)",23,17,13,6,5,0,1,10,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\fdqueue.c,"ap_queue_push(fd_queue_t *queue, apr_socket_t *sd, apr_pool_t *p)",23,17,15,5,6,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\fdqueue.c,"ap_queue_pop(fd_queue_t *queue, apr_socket_t **sd, apr_pool_t **p)",38,32,23,11,4,2,2,36,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\fdqueue.c,ap_queue_interrupt_all(fd_queue_t *queue),8,7,6,3,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\fdqueue.c,ap_queue_term(fd_queue_t *queue),15,10,8,5,1,0,4,33,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\pod.c,"ap_mpm_pod_open(apr_pool_t *p, ap_pod_t **pod)",18,11,10,3,3,0,4,8,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\pod.c,ap_mpm_pod_check(ap_pod_t *pod),19,15,11,5,1,0,3,22,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\pod.c,ap_mpm_pod_close(ap_pod_t *pod),13,11,9,5,2,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\pod.c,"pod_signal_internal(ap_pod_t *pod, int graceful)",11,10,8,2,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\pod.c,"ap_mpm_pod_signal(ap_pod_t *pod, int graceful)",2,2,2,1,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\pod.c,"ap_mpm_pod_killpg(ap_pod_t *pod, int num, int graceful)",7,6,5,1,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,close_worker_sockets(void),8,8,6,2,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,wakeup_listener(void),20,10,6,1,0,0,10,73,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,signal_threads(int mode),22,13,11,2,2,1,7,52,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,"ap_mpm_query(int query_code, int *result)",43,43,29,15,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,clean_child_exit(int code),6,6,5,1,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,just_die(int sig),2,2,2,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,ap_start_shutdown(int graceful),11,7,6,1,0,0,4,28,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,ap_start_restart(int graceful),8,7,6,1,0,0,1,10,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,sig_term(int sig),2,2,2,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,restart(int sig),2,2,2,0,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,set_signals(void),82,74,29,10,6,6,2,26,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,ap_graceful_stop_signalled(void),5,2,2,1,0,0,3,16,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,"process_socket(apr_pool_t *p, apr_socket_t *sock, int my_child_num, int my_thread_num, apr_bucket_alloc_t *bucket_alloc)",15,13,11,1,2,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,check_infinite_requests(void),18,7,5,1,1,1,10,85,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,unblock_signal(int sig),10,9,6,0,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,dummy_signal_handler(int sig),4,1,1,0,0,0,3,19,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,"listener_thread(apr_thread_t *thd, void * dummy)",216,148,104,33,27,8,41,330,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,"worker_thread(apr_thread_t *thd, void * dummy)",86,63,48,10,8,2,15,120,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,check_signal(int signum),7,7,4,3,0,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,create_listener_thread(thread_starter *ts),19,17,14,1,1,1,1,18,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,"start_threads(apr_thread_t *thd, void *dummy)",105,77,55,13,8,1,20,155,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,"join_workers(apr_thread_t *listener, apr_thread_t **threads)",59,45,24,7,6,1,8,76,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,join_start_thread(apr_thread_t *start_thread_id),13,9,9,1,1,1,3,22,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,child_main(int child_num_arg),161,90,72,15,20,3,51,366,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,"make_child(server_rec *s, int slot)",68,42,26,8,9,0,17,123,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,startup_children(int number_to_start),12,11,8,4,1,0,0,0,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,perform_idle_server_maintenance(void),163,120,75,22,10,3,33,262,
C:\MY_project_locrocon\apache\httpd-2.2.6-win32-src-r2\httpd-2.2.6\server\mpm\worker\worker.c,server_main_loop(int remaining_children_to_start),86,56,36,7,4,0,26,175,
